route_id,route_name
1214,N/A
1247,N/A
1215,N/A
1213,N/A
103,N/A
1506,N/A
1205,N/A
1251,N/A
1209,N/A
1203,N/A
1208,N/A
111,N/A
1246,N/A
1209,N/A
1253,N/A
1281,N/A
1208,N/A
1514,N/A
1253,N/A
1205,N/A
1261,N/A
1576,N/A
1218,N/A
1242,N/A
1268,N/A
1212,N/A
1215,N/A
1210,N/A
3346,N/A
1220,N/A
121,N/A
1203,N/A
1505,N/A
1201,N/A
1228,N/A
1213,N/A
1202,N/A
1246,N/A
1236,N/A
1263,N/A
1203,N/A
1204,N/A
1513,N/A
1229,N/A
1235,N/A
1223,N/A
1236,N/A
1223,N/A
529,N/A
1263,N/A
1204,N/A
1505,N/A
1211,N/A
1212,N/A
1205,N/A
1205,N/A
1218,N/A
1209,N/A
132,N/A
1218,N/A
1593,N/A
1272,N/A
1201,N/A
1246,N/A
1248,N/A
1281,N/A
1263,N/A
504,N/A
1215,N/A
4902,N/A
1501,N/A
1252,N/A
1205,N/A
6101,N/A
1507,N/A
1240,N/A
1205,N/A
1201,N/A
1261,N/A
1208,N/A
1213,N/A
1229,N/A
1211,N/A
1216,N/A
1206,N/A
1205,N/A
1215,N/A
1503,N/A
1527,N/A
520,N/A
125,N/A
1216,N/A
1207,N/A
1216,N/A
1241,N/A
1248,N/A
1253,N/A
528,N/A
1206,N/A
1201,N/A
1231,N/A
1215,N/A
1212,N/A
1215,N/A
120,N/A
1202,N/A
4909,N/A
1592,N/A
121,N/A
1211,N/A
1202,N/A
1209,N/A
1210,N/A
527,N/A
129,N/A
1228,N/A
122,N/A
1216,N/A
1210,N/A
1260,N/A
1207,N/A
1241,N/A
1239,N/A
1216,N/A
1240,N/A
1243,N/A
1215,N/A
1216,N/A
1250,N/A
1218,N/A
1213,N/A
1202,N/A
1214,N/A
1242,N/A
1201,N/A
1218,N/A
1501,N/A
1203,N/A
1219,N/A
1270,N/A
1203,N/A
1247,N/A
1214,N/A
1216,N/A
1261,N/A
1225,N/A
1202,N/A
3353,N/A
1206,N/A
1246,N/A
1503,N/A
507,N/A
1221,N/A
4901,N/A
1516,N/A
1217,N/A
121,N/A
1583,N/A
4908,N/A
1254,N/A
