cod_agencia_id,product_id,product_description,date,ajuste,safety_stock,inventario,unit_01,envio_01,unit_02,envio_02,Pedido,Cupo,Tinas
14463,500774,MOLDE BLANCO MEDIANO ACTILECHE 390G BIM_500774,2019-03-26,12,12,7,150,192,200,168,7,12,1
14462,500781,PAN DULCE 15P 495G DPY BIM_500781,2019-03-26,0,0,0,0,0,0,0,0,8,0
14463,500781,PAN DULCE 15P 495G DPY BIM_500781,2019-03-26,0,0,0,0,0,0,0,0,8,0
14462,500790,TORTILLINAS MANTEQUILLA GDE 8P 320G BIM_500790,2019-03-26,0,0,0,0,0,0,0,0,18,0
14463,500790,TORTILLINAS MANTEQUILLA GDE 8P 320G BIM_500790,2019-03-26,0,0,0,0,0,0,0,0,18,0
14462,500799,BIRI BIRI MINIX 10P 200G DOYPACK MLA_500799,2019-03-26,31,25,341,51,30,25,0,0,15,0
14463,500799,BIRI BIRI MINIX 10P 200G DOYPACK MLA_500799,2019-03-26,4,12,0,30,30,0,0,16,15,1
14462,500887,TORTILLINAS CLASICAS 8P 200G BIM_500887,2019-03-26,172,122,195,360,351,141,108,141,27,5
14463,500887,TORTILLINAS CLASICAS 8P 200G BIM_500887,2019-03-26,14,12,0,80,162,90,0,34,27,1
14462,500920,BIRI BIRI BAM BAM 20G MLA_500920,2019-03-26,0,0,0,0,0,0,0,0,150,0
14462,500921,BIRI BIRI BAM BAM 80G MLA_500921,2019-03-26,1204,787,1796,2146,1968,1318,816,875,48,18
14463,500921,BIRI BIRI BAM BAM 80G MLA_500921,2019-03-26,850,270,1379,850,0,850,0,1441,48,30
14462,500996,MOLDE MEDIANO BRIOCHE 425G BIM_500996,2019-03-26,51,33,77,92,108,52,36,7,12,1
14463,500996,MOLDE MEDIANO BRIOCHE 425G BIM_500996,2019-03-26,21,22,0,50,96,33,36,0,12,0
14462,501175,PANETTONE DI MILANO 900G GRI_501175,2019-03-26,0,0,0,0,0,0,0,0,6,0
14463,501175,PANETTONE DI MILANO 900G GRI_501175,2019-03-26,0,0,0,0,0,0,0,0,6,0
14462,501176,PASCUA CHOCO 380G SUP_501176,2019-03-26,0,0,0,0,0,0,0,0,16,0
14463,501176,PASCUA CHOCO 380G SUP_501176,2019-03-26,0,0,0,0,0,0,0,0,16,0
14462,501177,PASCUA CHOCOARANDANOS 750G BIM_501177,2019-03-26,0,0,0,0,0,0,0,0,6,0
14463,501177,PASCUA CHOCOARANDANOS 750G BIM_501177,2019-03-26,0,0,0,0,0,0,0,0,6,0
14462,501178,DULZON CHOCOMANJAR 450G BIM_501178,2019-03-26,0,0,0,0,0,0,0,0,16,0
14463,501178,DULZON CHOCOMANJAR 450G BIM_501178,2019-03-26,0,0,0,0,0,0,0,0,16,0
14462,501179,PETIPAN CHOCOLATE 60G SUP_501179,2019-03-26,0,0,0,0,0,0,0,0,56,0
14463,501179,PETIPAN CHOCOLATE 60G SUP_501179,2019-03-26,0,0,0,0,0,0,0,0,56,0
14462,501235,PAN DULCE 12P 420G DPY BIM_501235,2019-03-26,41,0,0,76,63,51,36,69,9,8
14463,501235,PAN DULCE 12P 420G DPY BIM_501235,2019-03-26,0,0,0,0,0,0,0,0,9,0
14462,501253,TOSTADAS INTEGRALES 125G PROM 25PCM GRI_501253,2019-03-26,557,522,0,871,480,511,90,1891,30,63
14463,501253,TOSTADAS INTEGRALES 125G PROM 25PCM GRI_501253,2019-03-26,0,110,0,0,120,0,0,0,30,0
14462,501254,TOSTADAS NATURALES 125G PROM 25PCM GRI_501254,2019-03-26,593,486,1140,1090,900,570,180,519,30,17
14463,501254,TOSTADAS NATURALES 125G PROM 25PCM GRI_501254,2019-03-26,127,107,5117,0,0,200,0,0,30,0
14462,501255,TOSTADAS FRANCESAS 150G PROM 25PCM GRI_501255,2019-03-26,637,484,889,1041,840,608,420,621,30,21
14463,501255,TOSTADAS FRANCESAS 150G PROM 25PCM GRI_501255,2019-03-26,147,99,1691,100,0,1500,0,155,30,5
14462,501256,TOSTADAS DIETA 125G PROM 25PCM GRI_501256,2019-03-26,65,38,898,92,0,50,0,0,30,0
14463,501256,TOSTADAS DIETA 125G PROM 25PCM GRI_501256,2019-03-26,26,27,185,100,0,200,210,0,30,0
14462,501270,MOLDE INTEGRAL CLASICO 20R TT 480G SUP_501270,2019-03-26,646,316,252,917,600,558,530,1055,10,106
14463,501270,MOLDE INTEGRAL CLASICO 20R TT 480G SUP_501270,2019-03-26,51,54,389,500,590,600,500,0,10,0
14462,501917,TORTILLINAS MANTEQUILLA 10P 250G BIM_501917,2019-03-26,3,0,27,4,0,5,0,0,27,0
14463,501917,TORTILLINAS MANTEQUILLA 10P 250G BIM_501917,2019-03-26,0,0,0,0,0,0,0,0,27,0
