fecha_de_venta,ceve_id,ITEM,producto,transitos,existencia,safety_stock,sugerido,pedido_final,pedido_final_camas,pedido_final_tarimas
2019-03-22,12768,124069,CROCANTISSIMO QUESO JALAPENO 110G CU BIM,0,0,0,0,0,0,0
2019-03-22,12768,200883,CROCANTISSIMO QUESO JALAPENO 250G CU BIM,0,0,0,0,0,0,0
2019-03-22,12768,123433,DEGUSTACION ARELOS FUEGO 25G CB2 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123434,DEGUSTACION ARELOS JALAPENO 25G CB2 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123435,DEGUSTACION ARELOS QUESO 25G CB2 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123528,DEGUSTACION PAPATINAS CATSUP 25G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,34489,DULCIGOMAS 1KG RIC,0,0,0,0,0,0,0
2019-03-22,12768,122891,DULCIGOMAS 56G RIC,0,0,0,0,0,0,0
2019-03-22,12768,1685,DUVALIN AVE/VAI DISP 18P AUTO RIC,0,0,0,0,0,0,0
2019-03-22,12768,123402,DUVALIN FRESA COCO 18P 270G DPY CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,124140,EXH BON O BON LECHE PLAS 45P 675G CU ARC,28,10,0,0,0,0,0
2019-03-22,12768,123179,EXHIBIDOR BON O BON  LECHE CAFE 900G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123284,EXHIBIDOR CHIPS 100G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123089,EXHIBIDOR MES TAKIS 80P 5000G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123783,EXHIBIDOR MIX BON O BON 45P 675G CU ARC,0,0,0,0,0,0,0
2019-03-22,12768,31844,FRUTIGOMAS ENCHILADAS 32P 100G RIC,0,0,0,0,0,0,0
2019-03-22,12768,30714,FRUTIGOMAS ENCHILADAS 40.5G TIRA RIC,0,0,0,0,0,0,0
2019-03-22,12768,9274,FUEGO POP DET 23G BAR,70,35,3,0,0,0,0
2019-03-22,12768,124042,GLORIAS 10P 200G CTR COR,0,0,1,1,1,0,0
2019-03-22,12768,38436,GOLDEN NUT ENCHILADO 80G BAR,0,0,0,0,0,0,0
2019-03-22,12768,38582,GOLDEN NUTS ENCHILADO 100G C3H BAR,0,0,5,5,5,0,0
2019-03-22,12768,123594,GOLDEN NUTS ENCHILADO 40G BOLSA C3H BAR,80,11,1,0,0,0,0
2019-03-22,12768,38581,GOLDEN NUTS ENCHILADO 43G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,123310,GOLDEN NUTS ENCHILADO PLAN COMERCIAL 150G BAR,217,0,5,0,0,0,0
2019-03-22,12768,38583,GOLDEN NUTS ENCHILADOS 190G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,122863,GOLDEN NUTS ESPANOL 40G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123077,GOLDEN NUTS JALAPENO 40G BAR,0,0,0,0,0,0,0
2019-03-22,12768,38591,GOLDEN NUTS JAPONES 100G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38586,GOLDEN NUTS JAPONES 190G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38585,GOLDEN NUTS SALADO 100G C3H BAR,0,0,5,5,5,0,0
2019-03-22,12768,38584,GOLDEN NUTS SALADO 190G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,123595,GOLDEN NUTS SALADO 40G BOLSA C3H BAR,2,0,2,14,14,1,0
2019-03-22,12768,38580,GOLDEN NUTS SALADO 43G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,39160,GOLDEN NUTS SALADO 80G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123308,GOLDEN NUTS SALADO PLAN COMERCIAL 150G BAR,243,0,5,0,0,0,0
2019-03-22,12768,6820,GOLDEN NUTS SEMILLA 20G BAR,0,3,0,0,0,0,0
2019-03-22,12768,9017,GOLDEN NUTS SEMILLA 28G BAR,0,0,0,1,1,0,0
2019-03-22,12768,7796,GOLDEN NUTS SEMILLAS 60G BAR,9,1,3,8,8,1,0
2019-03-22,12768,38579,GOLDEN NUTS SURTIDO SELECTO 190G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38611,GOLDEN NUTS SURTIDO SELECTO 40G C3H BAR,0,1,0,0,0,0,0
2019-03-22,12768,8363,GOMAS SONRISAS PAYASO 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122969,GOMILOCAS CARITAS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122972,GOMILOCAS CARITAS CA 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123123,GOMILOCAS CARITAS PLAN COMERCIAL 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122970,GOMILOCAS CHANGUITOS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122973,GOMILOCAS CHANGUITOS CA 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123117,GOMILOCAS CHANGUITOS PLAN COMERCIAL 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,44847,GOMILOCAS CHESKITOS 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122892,GOMILOCAS DIENTES 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,7731,GOMILOCAS DIENTES TIRA 5P 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,9860,GOMILOCAS HALLOWEEN 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122998,GOMILOCAS HALLOWEEN 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122815,GOMILOCAS HALLOWEEN 90G RIC,0,0,0,0,0,0,0
2019-03-22,12768,30718,GOMILOCAS HAMBURGUESAS 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122894,GOMILOCAS HAMBURGUESAS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,7140,GOMILOCAS HUEVITOS 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123645,GOMILOCAS JL MIX 1 1P 60G BOLSA CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,123647,GOMILOCAS JL MIX 1 1P 70G BOLSA CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,123646,GOMILOCAS JL MIX 2 1P 60G BOLSA CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,123648,GOMILOCAS JL MIX 2 1P 70G BOLSA CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,7141,GOMILOCAS PATAS DE POLLO 42G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122821,GOMILOCAS PETS 45G TIRA RIC,0,0,0,0,0,0,0
2019-03-22,12768,122822,GOMILOCAS PETS CM 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,42530,GOMILOCAS PINGUINOS 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122893,GOMILOCAS PINGUINOS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122971,GOMILOCAS SENAS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122974,GOMILOCAS SENAS CA 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123124,GOMILOCAS SENAS PLAN COMERCIAL 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,49680,GOMITA MANITA VERTICAL 45G VER,0,0,0,0,0,0,0
2019-03-22,12768,49710,GOMITA TARRITO VERTICAL 45G VER,0,0,0,0,0,0,0
2019-03-22,12768,124159,GORIMOKOS 10P 20G TIRA CU VER,0,0,0,0,0,0,0
2019-03-22,12768,124497,GORIMOKOS PLAN COMERCIAL 10P 20G TIRA CU VER,64,0,1,0,0,0,0
2019-03-22,12768,124079,HABANERA ROJA 24P 150MLG CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,124080,HABANERA VERDE 24P 150MLG CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,122814,HALLOWEEN OJOS CHOC 20P 290G RIC,0,0,0,0,0,0,0
2019-03-22,12768,124077,HOT BULL 24P 165 MLG CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,123003,HOT NUTS 110G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,42057,HOT NUTS 190G BAR,0,0,0,0,0,0,0
2019-03-22,12768,9734,HOT NUTS CHIPOTLE 190G BAR,0,0,0,0,0,0,0
2019-03-22,12768,9733,HOT NUTS CHIPOTLE 50G BAR,0,0,0,0,0,0,0
2019-03-22,12768,124048,HOT NUTS CORN 45G TIRA C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,124110,HOT NUTS CORN PLAN COMERCIAL 45G BOLSA C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38613,HOT NUTS EUPHORIA 50G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38587,HOT NUTS FUEGO 50G C3H BAR,15,0,6,45,45,5,0
2019-03-22,12768,124096,HOT NUTS FUEGO 80G BOLSA CH BAR,0,0,4,25,25,2,0
2019-03-22,12768,122909,HOT NUTS HABANERO CNV 50G BAR,0,0,0,0,0,0,0
2019-03-22,12768,122910,HOT NUTS HABANERO DET 50G BAR,0,0,0,0,0,0,0
2019-03-22,12768,122907,HOT NUTS HABANERO PLAN COMERCIAL 100G BAR,0,0,0,0,0,0,0
2019-03-22,12768,122908,HOT NUTS HABANERO PLAN COMERCIAL 190G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123263,HOT NUTS MANGOCHILE 45G BAR,0,0,0,0,0,0,0
2019-03-22,12768,38612,HOT NUTS MULTINTENSO 100G C3H BAR,48,141,22,0,0,0,0
2019-03-22,12768,38590,HOT NUTS MULTINTENSO 50G C3H BAR,253,386,18,0,0,0,0
2019-03-22,12768,38242,HOT NUTS MULTINTENSO 80G TUBO BAR,6,256,4,0,0,0,0
2019-03-22,12768,123316,HOT NUTS PLAN COMERCIAL 200G BAR,30,0,7,0,0,0,0
2019-03-22,12768,1771,HUEVITO PINTO CHOCO 1000G LC,0,0,0,0,0,0,0
2019-03-22,12768,1813,HUEVITO PINTO CHOCO 500G LC,0,0,0,0,0,0,0
2019-03-22,12768,9784,KARAMELADAS 120G BAR,52,68,8,0,0,0,0
2019-03-22,12768,6444,KARAMELADAS 260G BAR,23,0,9,16,16,2,0
2019-03-22,12768,36014,KARAMELADAS 27G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123852,KARAMELADAS CUEXH 260G BOLSA CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,45973,KARAMELADAS POP 119G BAR,119,0,24,45,45,6,1
2019-03-22,12768,46842,KARAMELADAS POP 50G BAR,127,145,29,0,0,0,0
2019-03-22,12768,49054,KIMONO 12P 36G BAR,0,0,0,0,0,0,0
2019-03-22,12768,122831,KIMONO 28P 36G CJ BAR,0,0,0,0,0,0,0
2019-03-22,12768,124105,KIT SACHETS 8P 200ML ME CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,38589,KIYAKIS 150G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,7923,KIYAKIS 45G BAR,0,0,0,0,0,0,0
2019-03-22,12768,38588,KIYAKIS 50G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,38614,KIYAKIS 80G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,9738,KIYAKIS LIMON 150G BAR,0,0,0,0,0,0,0
2019-03-22,12768,7785,KIYAKIS LIMON 45G BAR,0,0,0,0,0,0,0
2019-03-22,12768,124052,KIYAKIS SALSA NEGRA 45G BOLSA C3H BAR,0,0,1,1,1,0,0
2019-03-22,12768,7814,KRANKY 40G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122887,KRANKY 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,34389,KRANKY BARRA CHOC ARROZ INFLADO 38G RIC,0,0,0,0,0,0,0
2019-03-22,12768,37126,KRANKY DARK 6P 40G TIRA RIC,0,0,0,0,0,0,0
2019-03-22,12768,8057,KRANKY DARK VERTICAL 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123033,KRANKY DARK VERTICAL CA 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,49991,KRANKY FROST 6P 40G TIRA RIC,0,0,0,0,0,0,0
2019-03-22,12768,70383,KRANKY FROST HORIZONTAL 40G RIC,0,0,0,0,0,0,0
2019-03-22,12768,49995,KRANKY FROST VERTICAL 70G RIC,0,0,0,0,0,0,0
2019-03-22,12768,39033,LUNETAS CHOCOLATE 30G RIC,0,0,0,0,0,0,0
2019-03-22,12768,37448,MINI CHIPS JALAPENO 25P 450G BAR,0,0,0,0,0,0,0
2019-03-22,12768,37449,MINI CHIPS SAL 25P 450G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123907,MINI ESFERA 95.5G BOL CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,42504,MINI RUNNERS 35G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123290,MINI RUNNERS TUBO 90G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123087,MINI TAKIS COBRA 35G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123629,MINI TAKIS MIX 25P 875G BOLSA CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,122916,MIX PIKAROS SANDIA/PINA 30P 360G CJ RIC,0,0,0,0,0,0,0
2019-03-22,12768,124347,MONEDAS AAA 100P 400G BOLSA CTR LC,0,0,0,0,0,0,0
2019-03-22,12768,124197,MONEDAS AAA 56P 224G BLISTER CU LC,0,0,0,0,0,0,0
2019-03-22,12768,9317,MONEDAS CHOCOLATE DISTROLLER 180G LC,0,0,0,0,0,0,0
2019-03-22,12768,122878,MONEDAS NAVIDENAS 180G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123091,MONEDAS NAVIDENAS NVO 180G RIC,0,0,0,0,0,0,0
2019-03-22,12768,40484,MONEDAS RICOLINO BOLSA RESURTIDO 100P LC,0,0,0,0,0,0,0
2019-03-22,12768,37274,MONSTER RUNNERS 25G BAR,0,0,0,0,0,0,0
2019-03-22,12768,37746,MORITAS 48G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122889,MORITAS 56G RIC,0,0,0,0,0,0,0
2019-03-22,12768,124047,MUEST HOT NUTS CORN 45G BOLSA C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,124053,MUEST KIYAKI SALSA NGR 45G BOLSA C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,123443,MUESTREO HOT NUTS MANGOCHILE 45G C3H BAR,0,0,0,0,0,0,0
2019-03-22,12768,124039,MUSHIS 6P 65G BOLSA CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,8825,OBLEAS TIRA 10P COR,0,0,0,0,0,0,0
2019-03-22,12768,9761,PALE LOB TEMPORALIDAD 18P 20G CJ LC,0,0,0,0,0,0,0
2019-03-22,12768,33461,PALETA BOMBA CON CHILE 48P 15G VER,0,0,0,0,0,0,0
2019-03-22,12768,33203,PALETA CUPIDO 1P 16G DPY VER,0,0,0,0,0,0,0
2019-03-22,12768,33612,PALETA CUPIDO CHAMOY 40P 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,33519,PALETA CUPIDO FRESA CEREZA 40P 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,37717,PALETA ELOTE 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,33202,PALETA ELOTE 1P 16G DPY VER,0,0,0,0,0,0,0
2019-03-22,12768,35446,PALETA ELOTE KAMIKAZE 1P 24G VER,0,0,0,0,0,0,0
2019-03-22,12768,122959,PALETA MALVAVISCO EMOJI CA 1P 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123118,PALETA MALVAVISCO EMOJI PLAN COMERCIAL 1P 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123672,PALETA MALVAVISCO JL 10P 47G CJ CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,123673,PALETA MALVAVISCO JL 10P 47G CJ CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,123737,PALETA MALVAVISCO JL 24P 1128G CJ CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,49678,PALETA MALVAVISCO MASCOTAS 1P 47G RIC,0,0,0,0,0,0,0
2019-03-22,12768,36074,PALETA MANGO C/CHILE 16G DPY VER,0,0,0,0,0,0,0
2019-03-22,12768,33561,PALETA MANITA SUERTE 10P 160G VER,0,0,0,0,0,0,0
2019-03-22,12768,124305,PALETA PAYASO 45G PROMO TAKIS CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,42455,PALETA PAYASO CONV PROM 47G RIC,0,0,0,0,0,0,0
2019-03-22,12768,9596,PALETA PAYASO NAVIDAD 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,37606,PALETA PAYASO PROM 47G RIC,0,0,0,0,0,0,0
2019-03-22,12768,33091,PALETA PAYASUSTO 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,33386,PALETA SEMAFORO 18P 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,37901,PALETA TAKIS 1P 24G VER,0,0,0,0,0,0,0
2019-03-22,12768,33562,PALETA TARRITO 10P 160G VER,0,0,0,0,0,0,0
2019-03-22,12768,36073,PALETA TARRITO 1P 16G DPY VER,0,0,0,0,0,0,0
2019-03-22,12768,33421,PALETA TRABALENGUAS 40P 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,34607,PALETA TRABALENGUAS 80P 16G VER,0,0,0,0,0,0,0
2019-03-22,12768,44858,PALETON BOLSA RELLENO 20P COR,0,0,0,0,0,0,0
2019-03-22,12768,122890,PANDITAS 57.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122903,PANDITAS ACIDITOS 57.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,8954,PANDITAS ACIDITOS VERTICAL 45G RIC,0,0,0,0,0,0,0
2019-03-22,12768,2410,PANDITAS ACIDOS CA 70G BOLSA CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,123445,PANDITAS CLASICOS CA 150G CR RIC,0,0,0,0,0,0,0
2019-03-22,12768,2383,PANDITAS CLASICOS CA 70G BOLSA CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,9790,PANDITAS CORAZON 115G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123281,PANDITAS CORAZON 300G CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,123119,PANDITAS CORAZON 300G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123120,PANDITAS CORAZON 57.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123432,PANDITAS ENCHILADOS 25P 15G ME CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,7734,PANDITAS GRANEL 1KG RIC,0,0,0,0,0,0,0
2019-03-22,12768,122883,PANDITAS NAVIDAD 115G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123024,PANDITAS NAVIDAD 57.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,124124,PANDITAS POING MUND CNV 60G BOLSA CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,124125,PANDITAS POING MUNDIAL 60G TIRA CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,123305,PANDITAS POING POING JL1 DET 60G RIC,0,0,0,0,0,0,0
2019-03-22,12768,9810,PANDITAS POING POING JL1 PLAN COMERCIAL 60G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123306,PANDITAS POING POING JL2 DET 60G RIC,0,0,0,0,0,0,0
2019-03-22,12768,9801,PANDITAS POING POING JL2 PLAN COMERCIAL 60G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123022,PANDITAS RELLENOS CHAMOY 54G RIC,0,0,0,0,0,0,0
2019-03-22,12768,124283,PANDITAS RELLENOS MANG PLAN COMERCIAL 66G BOL CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,124282,PANDITAS RELLENOS MANGO 60G BOLSA CU RIC,0,0,0,0,0,0,0
2019-03-22,12768,122904,PANDITAS ROJOS 57.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,34978,PANDITAS SOLO ROJOS 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,34436,PANDITAS SUAVES TROPICALES 50G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123141,PAPAS TOREADAS 100G BAR,7,0,2,12,12,0,0
2019-03-22,12768,123456,PAPATINAS CATSUP 25G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,45238,PAPATINAS CHILIX  25G TIRA 8 P BAR,33,94,8,0,0,0,0
2019-03-22,12768,34200,PAPATINAS CHILIX 50G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123706,PAPATINAS CHILIX 90G CB2 BAR,38,40,7,0,0,0,0
2019-03-22,12768,8990,PAPATINAS FUEGO 25G BAR,34,55,5,0,0,0,0
2019-03-22,12768,38117,PAQUETE HALLOWEEN 1.8KG RIC,0,0,0,0,0,0,0
2019-03-22,12768,36350,PASITAS 10PLAN COMERCIALT MAS 44G RIC,0,0,0,0,0,0,0
2019-03-22,12768,122888,PASITAS CHOCOLATE 53G RIC,0,0,0,0,0,0,0
2019-03-22,12768,34605,PASITAS HORIZONTAL 44G RIC,0,0,0,0,0,0,0
2019-03-22,12768,31404,PECOSITAS 60P 12.5G TRI RIC,0,0,0,0,0,0,0
2019-03-22,12768,9625,PECOSITAS 70P 12.5G RIC,0,0,0,0,0,0,0
2019-03-22,12768,124116,PECOSITAS VASO MUNDIAL 686G MP CTR RIC,0,0,0,0,0,0,0
2019-03-22,12768,122918,PIKAROS MANGO 30P 495G RIC,0,0,0,0,0,0,0
2019-03-22,12768,123264,POP CINEMANIA 35G CB2 BAR,49,0,3,0,0,0,0
2019-03-22,12768,124293,POP CINEMANIA CNV 35G CB2 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123626,POP FUEGO 23G CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,123560,POP JAL/CHED 2.64OZ 75G CU BAR,0,0,0,0,0,0,0
2019-03-22,12768,7909,POP MANGO CHILE 50G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123681,POP MANZANA VERDE LJ 15G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123722,POP MORA LJ 40G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123682,POP TAMARINDO LJ 15G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,124175,RELLERINDO MANGO 30P 11G BOLSA CU VER,13,0,0,0,0,0,0
2019-03-22,12768,123293,RELLERINDOS SANDIA CHAMOY 30P VER,0,0,0,0,0,0,0
2019-03-22,12768,42126,RUNNERS 200G BAR,2,0,1,0,0,0,0
2019-03-22,12768,197934,RUNNERS 280 GR TRANSFERENCIA,0,0,0,0,0,0,0
2019-03-22,12768,2261,RUNNERS 58G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123110,RUNNERS 58G CO2 BAR,0,0,0,0,0,0,0
2019-03-22,12768,31810,RUNNERS 90G BAR,32,10,6,0,0,0,0
2019-03-22,12768,122900,RUNNERS CHAMOY 58G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123032,RUNNERS CHAMOY PLAN COMERCIAL 58G BAR,0,0,0,0,0,0,0
2019-03-22,12768,123258,RUNNERS PLAN COMERCIAL 280G BAR,0,0,0,0,0,0,0
2019-03-22,12768,124082,RUNNERS XTREME 58G CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123807,RUNNERS XTREME 58G TIRA CB1 BAR,0,0,0,0,0,0,0
2019-03-22,12768,9093,SACHET CAJETITA 35G COR,0,0,0,0,0,0,0
2019-03-22,12768,39109,SEMILLAS BIG MIX PARTY 100G BAR,10,0,2,0,0,0,0
2019-03-22,12768,123237,SNAPS CHEDDAR BLANCO CA 140G CB3 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123238,SNAPS CHEDDAR BLANCO PLAN COMERCIAL 140G CB3 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123240,SNAPS CHILE Y ESPECIAS PLAN COMERCIAL 140G CB3 BAR,0,0,0,0,0,0,0
2019-03-22,12768,123799,SNAPS ESQUITES 50G CB2 BAR,0,0,0,0,0,0,0
